latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
70.69333,23.60109,311.6,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,273.9,1.2,N
70.69028,23.59673,344.2,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,271.6,3.9,N
64.66486,21.28036,297.6,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,271.7,1.1,N
59.52782,34.14619,302.3,0.4,0.6,2017-04-22,0124,N,nominal,1.0NRT,273.7,0.8,N
61.15654,14.76013,297.8,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,270.1,0.4,N
60.13253,16.17772,305.8,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,260.6,0.8,N
60.13136,16.18445,301.1,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,262.9,0.8,N
58.68388,17.1365,317.2,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,271.4,2.6,N
58.67286,17.13642,326.8,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,271.9,2.1,N
58.38462,13.82949,301.5,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,273,1.1,N
59.35987,1.56837,311.6,0.5,0.5,2017-04-22,0124,N,nominal,1.0NRT,274.6,2.8,N
58.09392,12.95938,300.4,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,270,0.7,N
58.27719,6.88788,329.8,0.5,0.4,2017-04-22,0124,N,nominal,1.0NRT,275.6,5.7,N
58.2763,6.89622,296.9,0.5,0.4,2017-04-22,0124,N,nominal,1.0NRT,272.8,2.5,N
57.97584,1.23549,298.9,0.5,0.5,2017-04-22,0124,N,nominal,1.0NRT,278,1.2,N
57.06269,9.97846,319.5,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,278.9,1.6,N
57.05938,9.97693,317.7,0.4,0.4,2017-04-22,0124,N,nominal,1.0NRT,278.8,2.3,N
56.99826,1.29383,317.5,0.5,0.5,2017-04-22,0124,N,nominal,1.0NRT,279.3,1.4,N
56.1855,2.78314,295.5,0.4,0.5,2017-04-22,0124,N,nominal,1.0NRT,277.3,0.5,N
53.51307,10.03437,296.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,276.3,1,N
53.51219,10.04008,309,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.2,0.9,N
53.50982,10.03296,298.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,275.3,1,N
53.50894,10.03868,305.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,276.1,0.9,N
53.52252,9.90428,313.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.7,1.5,N
53.51926,9.90288,303.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.7,0.9,N
53.13892,8.67984,304.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.5,1.4,N
53.13396,8.69014,337.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.4,4.1,N
53.13232,8.67722,328.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,280,2.7,N
53.1315,8.68303,310.1,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.1,2.7,N
53.12407,8.68621,306.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.7,1.3,N
53.12159,8.70361,295.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,277.5,1.2,N
52.39888,12.49635,308,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.1,1,N
52.31704,10.23857,296.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,277.6,0.7,N
52.35247,9.89194,299.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.2,0.4,N
53.3378,-1.75506,295.8,0.6,0.5,2017-04-22,0130,N,nominal,1.0NRT,277.4,1.3,N
53.33857,-1.75379,299.3,0.6,0.5,2017-04-22,0130,N,nominal,1.0NRT,278,1.7,N
51.8198,-9.68593,298.1,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,277.2,1.5,N
45.12151,25.41579,305.1,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,271.3,1.8,N
45.12236,25.41933,306.8,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,271.2,1.4,N
48.77752,10.70064,316.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278,2,N
48.6517,10.16348,295,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.2,0.6,N
48.36764,9.73591,319.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,275.5,1.9,N
48.3331,9.73365,296.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.2,0.7,N
49.4756,0.53238,305,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,279.9,1.1,N
48.5996,7.82172,321.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,281.6,2,N
48.59634,7.82058,313,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.7,2,N
48.68925,6.96591,301.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,277,1,N
49.27068,-0.86697,305.1,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,274.1,1.7,N
44.55055,22.52141,306,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,273.6,1.2,N
44.1067,23.70977,300.4,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,271.8,1.7,N
47.8084,7.52901,311.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.6,1,N
45.11486,19.95778,305,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,271.1,0.6,N
44.59479,20.97399,296.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,273.2,0.5,N
46.31721,13.04458,296.4,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,270,1,N
46.22736,13.07602,300.5,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,273.3,1.3,N
47.07008,8.26941,326.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,276.1,1.6,N
47.0709,8.26439,301.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,273.5,1.6,N
47.17607,7.56143,316.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,275.1,1.6,N
47.06437,8.26212,296,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,275.2,0.9,N
47.17281,7.56033,326.1,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.9,1.8,N
47.17202,7.56534,298.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.7,1.8,N
47.0611,8.26098,304.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.8,0.6,N
43.90787,21.51389,296.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,271.5,1.1,N
45.02393,17.10287,298.7,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,271.2,1,N
46.33606,9.46433,297.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279,1.2,N
46.33361,9.45827,308.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,280.3,1.2,N
46.3302,9.45761,303.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279,1.1,N
47.42494,-0.44803,320.8,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,273.7,1.9,N
47.42072,-0.4488,343.2,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,275.7,7.4,N
46.17102,9.17201,295.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,267.5,0.2,N
46.16771,9.17093,301.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,269.8,1.4,N
46.16347,9.17521,299.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,271.8,1,N
46.16014,9.17422,302.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,272.1,0.7,N
46.15949,9.15787,302.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,272.5,1,N
46.1577,9.1681,295.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,271.4,1.2,N
46.15436,9.16718,321.1,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.6,1.8,N
46.15525,9.16209,309.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,272.4,1.8,N
46.15347,9.17229,310.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,272.9,1.1,N
46.15258,9.17739,300.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,272.4,1.1,N
45.38177,11.94678,327.3,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,280.5,4.4,N
45.38056,11.9527,299.2,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.8,4.4,N
45.37821,11.94533,297.4,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,276,1.4,N
45.637,9.6039,298.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.8,0.9,N
45.50821,10.24611,326.1,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,283.1,3.1,N
45.47832,10.21224,327.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.9,2.7,N
45.47723,10.2108,324.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,280,3,N
45.53099,9.83902,303.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,277.1,0.9,N
44.18811,15.41528,301.1,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,273.2,1.5,N
44.12589,15.47919,296,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,272.2,0.9,N
44.12526,15.4833,297.2,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,271.9,0.9,N
44.1224,15.47568,297,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,271.6,0.8,N
44.12106,15.48132,296.3,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,272,0.8,N
44.11277,15.49642,313.5,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,271.7,2.1,N
44.07953,15.38199,297.6,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,271.5,1,N
45.43731,8.79152,296,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.9,0.7,N
43.86668,16.16917,297.5,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,269.1,0.7,N
45.14561,9.94185,328.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,284.5,21.8,N
45.14223,9.94061,306.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,275.9,1.9,N
42.37,20.83953,295.4,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,269.4,0.8,N
43.0931,17.87609,297.7,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,271.5,0.2,N
41.59355,21.91367,297.9,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,270,1.5,N
41.52213,22.02887,296.4,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,268.8,0.6,N
41.5193,22.02805,297.6,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,269.4,0.9,N
45.28043,5.02498,308.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,277,1.5,N
41.44252,21.93981,348.2,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,274.7,8.3,N
41.4402,21.93976,348.9,0.6,0.7,2017-04-22,0130,N,nominal,1.0NRT,274.6,6.9,N
44.37641,8.29267,323.2,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.1,2,N
41.49977,19.74382,299,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,274.9,0.8,N
45.21872,-0.88977,295.6,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,277.5,0.9,N
43.79177,7.37412,300.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.5,1.4,N
42.57175,12.676,298.7,0.6,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.8,1.2,N
41.38722,15.9669,300.9,0.6,0.5,2017-04-22,0130,N,nominal,1.0NRT,273.3,0.9,N
43.45336,5.46199,302.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.7,1,N
43.44875,4.89629,311.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279.2,1,N
43.44543,4.89538,334.2,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,283.6,3.4,N
43.44473,4.9002,340.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,284.2,3.4,N
43.44141,4.8993,295.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,279,3.4,N
43.43948,4.88874,296.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,280.2,0.8,N
43.43879,4.89357,299.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,284.2,0.6,N
43.43755,4.87819,297.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.9,0.9,N
43.43686,4.88301,296.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.5,0.8,N
43.43547,4.89266,296.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.3,0.6,N
43.43215,4.89175,316.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,283.2,1.3,N
43.43145,4.89657,305,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.6,1.3,N
43.42952,4.88602,297.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.4,1.6,N
43.3834,5.00143,296.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,285.3,0.9,N
43.18644,0.99031,303.7,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,280.2,1.7,N
43.54314,-5.84408,299.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.4,0.7,N
43.53717,-5.8312,339.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.4,3.7,N
43.52682,-5.72991,311.6,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.9,1.8,N
43.52155,-5.7305,338.1,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.7,1.8,N
43.52177,-5.73491,295.9,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.5,3.1,N
43.28871,-3.71951,317,0.6,0.5,2017-04-22,0130,N,nominal,1.0NRT,283.5,1.8,N
43.2883,-3.71349,300.9,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,282.4,1.8,N
43.28396,-3.7201,298,0.6,0.5,2017-04-22,0130,N,nominal,1.0NRT,281.5,1,N
43.22416,-2.87978,295,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,282.7,0.4,N
43.40012,-6.29147,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,286.7,9.3,N
43.39994,-6.28743,335.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.2,5,N
43.39875,-6.2913,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,287.6,10.2,N
43.39856,-6.28727,323.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.1,4.3,N
43.30967,-5.10768,324.9,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.8,1.1,N
43.19793,-3.59066,311.3,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,282.1,2,N
43.36814,-6.70846,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,286.3,4.8,N
43.3421,-6.12742,334.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.8,3.5,N
43.36836,-6.71368,318.6,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.3,4.8,N
43.18888,-3.52966,298.6,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,281.8,1.6,N
43.18843,-3.52334,308.3,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,281.5,1.2,N
43.36271,-6.71145,335.1,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.2,6.8,N
43.36254,-6.70741,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,285.6,6.8,N
43.35027,-6.67955,308.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.9,1,N
43.34351,-6.78604,301.4,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.1,0.8,N
43.23246,-4.65263,336.1,0.6,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.1,5.8,N
43.23213,-4.64711,324.4,0.6,0.6,2017-04-22,0130,N,nominal,1.0NRT,284.9,5.8,N
43.33403,-6.68914,305,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.3,1.3,N
43.33239,-6.78677,332.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.7,2.4,N
43.32846,-6.68869,306.6,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.4,1.9,N
43.32821,-6.68234,314.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.1,1.5,N
43.3269,-6.78913,318.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.1,2.4,N
43.32865,-6.78821,329.4,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,284.3,3.4,N
43.08109,-2.99424,295.9,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,284.1,0.7,N
43.23137,-5.68162,343.8,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,286,2.9,N
43.23115,-5.6775,326.3,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,284.2,2.2,N
43.23157,-5.68561,299.3,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.4,2.9,N
43.22412,-6.68422,310.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.1,1.4,N
43.0002,-6.72451,320.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.7,1.6,N
43.0004,-6.72918,300.4,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.1,1.6,N
43.00002,-6.71995,307.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.7,1.4,N
42.99476,-6.72718,339.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,285,14.3,N
42.9945,-6.72051,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,288.1,9.6,N
42.98939,-6.73184,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,291.2,14.3,N
42.98913,-6.72513,326,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,285.1,9.6,N
43.00063,-6.72096,323.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.6,5.9,N
43.00104,-6.72999,295.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.9,1.2,N
43.00083,-6.72541,309.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.9,5.9,N
42.99512,-6.7218,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,290.8,5.9,N
42.99485,-6.71593,297,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.3,5.2,N
42.99007,-6.73274,346.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,286,11.2,N
42.98979,-6.72648,355.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,289.3,11.2,N
42.98025,-6.76122,346.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.2,2.9,N
42.73709,-7.00356,301.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.6,1.7,N
42.7369,-6.99888,313.1,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282.1,1.7,N
42.7313,-6.99903,333.5,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,282,1.7,N
42.73151,-7.00424,299.6,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.5,1.7,N
42.7253,-6.98939,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,298.5,15.2,N
42.72513,-6.98515,335.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,284.1,7.9,N
42.72549,-6.99398,312,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280,15.2,N
42.71967,-6.98883,318,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,278.5,15.2,N
42.71949,-6.98438,311.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.1,7.9,N
42.46581,-6.57798,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,290.9,16.6,N
42.46562,-6.57382,327.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.7,8.4,N
42.46472,-6.55323,305.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.6,1.1,N
42.46027,-6.57667,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.7,16.6,N
42.46009,-6.57237,345.1,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,283.9,8.4,N
42.46555,-6.57611,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,293.2,9.8,N
42.46575,-6.58017,307.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.9,9.8,N
42.46534,-6.57183,295,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.5,5.2,N
42.46434,-6.55136,302,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.3,0.9,N
42.46,-6.57464,367,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,284.1,9.1,N
42.4602,-6.57888,302.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.8,9.1,N
42.45979,-6.57034,312.1,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.2,5.1,N
42.44131,-6.64331,317.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.7,1.9,N
42.43763,-6.68242,340.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.5,3.6,N
42.43794,-6.68917,318.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.2,3.6,N
42.43595,-6.64631,311.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.4,1.9,N
42.43572,-6.64149,297.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.6,1.9,N
42.4316,-6.67122,326.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,281.7,1.5,N
42.43178,-6.67516,300.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.6,1.6,N
42.42682,-6.68716,313.7,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,280.7,2.7,N
42.42657,-6.68174,311.1,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.1,1.6,N
42.42636,-6.67721,302.8,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.1,1.6,N
42.4262,-6.6737,301.2,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,279.1,1.5,N
41.45272,1.98001,298.9,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.6,0.9,N
40.0512,8.63529,300.1,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,276.8,0.7,N
41.47587,-1.48538,300.7,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,277.2,1.3,N
41.80184,-8.37762,299.4,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,279.6,14.4,N
41.79585,-8.37655,367,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,289.5,14.4,N
41.79566,-8.37019,354.3,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,284,14.4,N
41.79601,-8.3822,296.7,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,280.5,14.2,N
41.79892,-8.37727,367,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,285.2,25.5,N
41.7987,-8.37104,355.2,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,285,17.8,N
41.79292,-8.3761,353.5,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,281,11.7,N
41.79269,-8.36958,333.5,0.5,0.7,2017-04-22,0130,N,nominal,1.0NRT,278.8,7.3,N
41.37277,-7.97984,296.9,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,275,1.4,N
41.36232,-7.99492,303.3,0.4,0.6,2017-04-22,0130,N,nominal,1.0NRT,277.5,0.9,N
40.57592,0.54362,300.9,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,284,0.9,N
39.21272,8.40427,296,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,283.5,1.2,N
37.75137,14.99794,367,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,263.4,7.5,N
37.74005,15.00066,299.3,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,272.5,1.4,N
37.73878,15.00569,298,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,274.6,1.4,N
37.72525,14.99597,295.3,0.3,0.6,2017-04-22,0130,N,nominal,1.0NRT,267.8,1.5,N
40.24613,-3.47398,311.1,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,280.5,1.7,N
40.24161,-3.4747,303.6,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,278.8,1.7,N
38.37669,-0.54588,303.9,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,281.8,0.9,N
36.58796,10.31813,299.5,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,278.5,1.1,N
36.50081,10.02939,296.8,0.6,0.4,2017-04-22,0130,N,nominal,1.0NRT,277.9,0.5,N
36.79028,7.6933,320.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,281.5,2.4,N
36.8789,6.94027,296.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,283.1,1,N
36.87804,6.94498,315.5,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282.3,1,N
36.86773,6.98158,298.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,282,1.1,N
36.75957,7.31071,299.1,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.5,0.7,N
35.81343,10.60191,299.6,0.4,0.5,2017-04-22,0130,N,nominal,1.0NRT,279.6,0.5,N
36.81369,3.01446,305.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,285.8,0.9,N
36.74907,3.0803,320.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,284.9,1.4,N
36.49055,4.59281,307,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,280.9,0.9,N
36.33257,5.48204,311.2,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,278.9,1.8,N
36.63127,3.23395,295.8,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,284.4,0.4,N
36.62796,3.2332,299.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,284.2,0.7,N
36.5031,2.86914,304.3,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,283.2,0.7,N
37.37469,-4.85413,301,0.5,0.5,2017-04-22,0130,N,nominal,1.0NRT,282,1.2,N
36.17953,3.75062,324.2,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,281.9,1.4,N
36.17624,3.74984,297.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,277.9,0.5,N
35.2308,8.17118,303.2,0.5,0.4,2017-04-22,0130,N,nominal,1.0NRT,274.3,1,N
35.87761,4.4495,323.4,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,281.9,1.8,N
35.8783,4.44526,307.6,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,281.3,1.8,N
35.29794,6.53302,306.7,0.4,0.4,2017-04-22,0130,N,nominal,1.0NRT,270.1,1.9,N
